F21H08.wav, neutral,neutral,angry,sad,happy 
F29H01.wav, neutral,neutral,angry,sad,happy 
F28A16.wav, neutral,neutral,angry,sad,happy 
M04N77.wav, sad,sad,neutral,angry,happy 
F24A40.wav, sad,sad,neutral,happy,angry 
M34N03.wav, happy,happy,angry,sad,neutral 
F28S04.wav, happy,happy,angry,sad,neutral 
F21N02.wav, sad,sad,neutral,angry,happy 
M12A46.wav, sad,sad,happy,neutral,angry 
F10A45.wav, sad,sad,happy,neutral,angry 
M04N30.wav, sad,sad,angry,neutral,happy 
F24S11.wav, angry,angry,sad,neutral,happy 
F21N03.wav, happy,happy,angry,neutral,sad 
M51N04.wav, sad,sad,angry,neutral,happy 
F05N58.wav, sad,sad,neutral,angry,happy 
F20N14.wav, neutral,neutral,angry,happy,sad 
M42A03.wav, happy,happy,angry,sad,neutral 
M46N01.wav, sad,sad,angry,happy,neutral 
M25A41.wav, sad,sad,angry,neutral,happy 
M19N03.wav, angry,angry,sad,neutral,happy 
F05N06.wav, sad,sad,neutral,angry,happy 
M40N51.wav, sad,sad,angry,neutral,happy 
M25H05.wav, happy,happy,neutral,angry,sad 
F05A01.wav, neutral,neutral,happy,angry,sad 
F01H06.wav, neutral,neutral,sad,happy,angry 
F07S46.wav, sad,sad,happy,neutral,angry 
F28A26.wav, sad,sad,angry,neutral,happy 
F07A19.wav, sad,sad,angry,happy,neutral 
F19N28.wav, neutral,neutral,angry,sad,happy 
M40N46.wav, sad,sad,angry,happy,neutral 
F24A02.wav, sad,sad,neutral,angry,happy 
F24S13.wav, sad,sad,angry,neutral,happy 
F07A26.wav, happy,happy,sad,neutral,angry 
M27A02.wav, sad,sad,neutral,angry,happy 
M28A26.wav, sad,sad,neutral,angry,happy 
M02H01.wav, neutral,neutral,sad,angry,happy 
F28S03.wav, sad,sad,neutral,angry,happy 
F13A15.wav, neutral,neutral,happy,sad,angry 
F24A46.wav, sad,sad,neutral,happy,angry 
F05N55.wav, sad,sad,angry,neutral,happy 
M42A10.wav, happy,happy,angry,neutral,sad 
F24A48.wav, sad,sad,neutral,angry,happy 
M05A03.wav, sad,sad,neutral,angry,happy 
M03S04.wav, sad,sad,happy,neutral,angry 
M05S12.wav, sad,sad,angry,happy,neutral 
M07N02.wav, happy,happy,angry,neutral,sad 
M04N23.wav, sad,sad,neutral,angry,happy 
M03S18.wav, happy,happy,angry,sad,neutral 
M16A33.wav, sad,sad,angry,neutral,happy 
M13H02.wav, angry,angry,neutral,happy,sad 
F24A14.wav, happy,happy,angry,sad,neutral 
F19N14.wav, sad,sad,angry,neutral,happy 
M25A63.wav, sad,sad,happy,neutral,angry 
M55A04.wav, sad,sad,neutral,angry,happy 
M44H05.wav, sad,sad,angry,neutral,happy 
F07H03.wav, neutral,neutral,angry,sad,happy 
M05S06.wav, sad,sad,happy,neutral,angry 
M44S04.wav, sad,sad,angry,neutral,happy 
M28A02.wav, sad,sad,neutral,happy,angry 
F22A09.wav, sad,sad,neutral,angry,happy 
M04N81.wav, sad,sad,neutral,angry,happy 
M51N21.wav, sad,sad,angry,neutral,happy 
F12A11.wav, sad,sad,neutral,happy,angry 
M28S18.wav, sad,sad,angry,neutral,happy 
M12A66.wav, happy,happy,sad,angry,neutral 
F21S44.wav, sad,sad,angry,neutral,happy 
M54S01.wav, sad,sad,angry,neutral,happy 
M04N26.wav, sad,sad,neutral,happy,angry 
M12N29.wav, neutral,neutral,sad,angry,happy 
F04A10.wav, sad,sad,angry,neutral,happy 
F05N16.wav, sad,sad,angry,neutral,happy 
M43H03.wav, sad,sad,angry,neutral,happy 
F22S06.wav, happy,happy,neutral,angry,sad 
M52N03.wav, happy,happy,neutral,angry,sad 
M03S14.wav, neutral,neutral,angry,sad,happy 
F07S33.wav, sad,sad,angry,neutral,happy 
M04N64.wav, neutral,neutral,angry,happy,sad 
F07A12.wav, happy,happy,neutral,sad,angry 
F20N13.wav, happy,happy,angry,sad,neutral 
F09S08.wav, angry,angry,happy,sad,neutral 
M26A11.wav, happy,happy,sad,neutral,angry 
M03A23.wav, happy,happy,angry,sad,neutral 
M02A10.wav, sad,sad,neutral,angry,happy 
M41H04.wav, sad,sad,neutral,happy,angry 
F07S25.wav, sad,sad,angry,happy,neutral 
F06H07.wav, neutral,neutral,sad,angry,happy 
F21S37.wav, neutral,neutral,sad,happy,angry 
F10A42.wav, sad,sad,happy,neutral,angry 
F10A30.wav, happy,happy,sad,neutral,angry 
M24S04.wav, sad,sad,angry,happy,neutral 
F07S39.wav, sad,sad,angry,neutral,happy 
F12N03.wav, happy,happy,angry,sad,neutral 
F22S02.wav, sad,sad,happy,angry,neutral 
F05N14.wav, sad,sad,neutral,angry,happy 
F01A11.wav, angry,angry,neutral,happy,sad 
F07A02.wav, happy,happy,angry,sad,neutral 
F02H03.wav, sad,sad,happy,neutral,angry 
M12N12.wav, neutral,neutral,angry,sad,happy 
F24A17.wav, happy,happy,angry,neutral,sad 
M44A01.wav, angry,angry,happy,neutral,sad 
M22N01.wav, sad,sad,neutral,happy,angry 
F22A01.wav, neutral,neutral,happy,angry,sad 
F05N26.wav, neutral,neutral,angry,sad,happy 
M12A24.wav, happy,happy,sad,neutral,angry 
M12N68.wav, sad,sad,angry,neutral,happy 
M55A03.wav, happy,happy,angry,sad,neutral 
M04N71.wav, sad,sad,happy,neutral,angry 
F07A56.wav, sad,sad,happy,neutral,angry 
M12N05.wav, sad,sad,neutral,happy,angry 
F12A07.wav, sad,sad,angry,neutral,happy 
M12N65.wav, sad,sad,angry,neutral,happy 
M17S02.wav, happy,happy,sad,angry,neutral 
M05A08.wav, sad,sad,happy,neutral,angry 
M40N54.wav, sad,sad,angry,neutral,happy 
M25A26.wav, happy,happy,sad,angry,neutral 
F02S03.wav, sad,sad,angry,happy,neutral 
M23H02.wav, sad,sad,neutral,angry,happy 
F03N03.wav, neutral,neutral,sad,angry,happy 
F09A07.wav, sad,sad,neutral,angry,happy 
F13A08.wav, happy,happy,angry,sad,neutral 
M25A49.wav, sad,sad,happy,neutral,angry 
M50A12.wav, sad,sad,happy,neutral,angry 
M04A08.wav, sad,sad,angry,neutral,happy 
M40N24.wav, sad,sad,neutral,angry,happy 
M53N15.wav, neutral,neutral,angry,happy,sad 
F07N09.wav, happy,happy,neutral,angry,sad 
F07S48.wav, sad,sad,happy,angry,neutral 
F21A14.wav, sad,sad,happy,neutral,angry 
F20N16.wav, sad,sad,angry,neutral,happy 
M16A31.wav, angry,angry,happy,sad,neutral 
M41H02.wav, sad,sad,angry,neutral,happy 
F17S07.wav, sad,sad,neutral,angry,happy 
M25A50.wav, happy,happy,angry,sad,neutral 
M02A11.wav, angry,angry,happy,sad,neutral 
M46A03.wav, happy,happy,sad,angry,neutral 
F01H02.wav, neutral,neutral,angry,sad,happy 
F02N01.wav, neutral,neutral,happy,sad,angry 
M05N16.wav, sad,sad,angry,neutral,happy 
F09S12.wav, sad,sad,angry,neutral,happy 
F05N43.wav, sad,sad,angry,neutral,happy 
M48N10.wav, sad,sad,angry,happy,neutral 
F19N06.wav, sad,sad,neutral,angry,happy 
F19N20.wav, sad,sad,angry,happy,neutral 
M02A18.wav, sad,sad,angry,neutral,happy 
M38N07.wav, sad,sad,neutral,angry,happy 
F23H07.wav, sad,sad,happy,neutral,angry 
M12A36.wav, happy,happy,sad,neutral,angry 
M03A19.wav, sad,sad,happy,neutral,angry 
F05A03.wav, happy,happy,angry,neutral,sad 
F24S21.wav, happy,happy,angry,neutral,sad 
F10A41.wav, sad,sad,neutral,angry,happy 
M32N01.wav, neutral,neutral,angry,sad,happy 
M53N17.wav, neutral,neutral,sad,angry,happy 
M14N05.wav, sad,sad,neutral,angry,happy 
F29N01.wav, sad,sad,neutral,angry,happy 
M28A23.wav, happy,happy,sad,neutral,angry 
M04N67.wav, happy,happy,neutral,angry,sad 
M53N20.wav, sad,sad,neutral,angry,happy 
M43A06.wav, sad,sad,happy,neutral,angry 
F15A02.wav, sad,sad,happy,neutral,angry 
M07S01.wav, sad,sad,neutral,happy,angry 
M32S03.wav, sad,sad,neutral,angry,happy 
F10A13.wav, sad,sad,angry,neutral,happy 
M41A03.wav, sad,sad,angry,neutral,happy 
F07S08.wav, sad,sad,neutral,angry,happy 
M53A16.wav, sad,sad,happy,neutral,angry 
M02A14.wav, sad,sad,angry,neutral,happy 
M16A28.wav, sad,sad,neutral,happy,angry 
F07A45.wav, sad,sad,neutral,happy,angry 
F02S01.wav, sad,sad,angry,neutral,happy 
M29A12.wav, sad,sad,happy,neutral,angry 
M27N53.wav, sad,sad,angry,neutral,happy 
M04N76.wav, angry,angry,sad,neutral,happy 
F22S08.wav, sad,sad,angry,happy,neutral 
F20N12.wav, angry,angry,neutral,sad,happy 
M34A02.wav, neutral,neutral,angry,happy,sad 
M30N01.wav, happy,happy,sad,neutral,angry 
F30A02.wav, sad,sad,neutral,happy,angry 
F16S02.wav, sad,sad,happy,angry,neutral 
M53A02.wav, sad,sad,angry,neutral,happy 
M12A55.wav, sad,sad,happy,neutral,angry 
F01S19.wav, sad,sad,angry,neutral,happy 
M50A01.wav, angry,angry,sad,neutral,happy 
F04A04.wav, neutral,neutral,angry,happy,sad 
M12N13.wav, neutral,neutral,happy,sad,angry 
M22N21.wav, angry,angry,neutral,sad,happy 
M25N08.wav, sad,sad,angry,neutral,happy 
M44N14.wav, happy,happy,angry,neutral,sad 
M27N02.wav, sad,sad,neutral,happy,angry 
F24H04.wav, happy,happy,angry,neutral,sad 
M09S01.wav, happy,happy,neutral,angry,sad 
M16A21.wav, sad,sad,neutral,angry,happy 
M04N34.wav, sad,sad,angry,neutral,happy 
M28S02.wav, sad,sad,neutral,angry,happy 
F12A02.wav, sad,sad,angry,neutral,happy 
F03N05.wav, neutral,neutral,sad,angry,happy 
F21A53.wav, sad,sad,angry,neutral,happy 
F14N06.wav, happy,happy,neutral,angry,sad 
M43A18.wav, happy,happy,angry,neutral,sad 
M12A53.wav, sad,sad,angry,neutral,happy 
M27N55.wav, sad,sad,neutral,angry,happy 
F24H10.wav, happy,happy,sad,neutral,angry 
M22N16.wav, sad,sad,neutral,happy,angry 
F12N11.wav, sad,sad,happy,angry,neutral 
F28A25.wav, happy,happy,angry,neutral,sad 
F20N05.wav, happy,happy,angry,sad,neutral 
M48S01.wav, sad,sad,angry,neutral,happy 
M16A06.wav, happy,happy,angry,neutral,sad 
M47N19.wav, sad,sad,neutral,angry,happy 
M22A05.wav, happy,happy,sad,neutral,angry 
F24A47.wav, sad,sad,neutral,happy,angry 
F10A12.wav, happy,happy,sad,angry,neutral 
M22N23.wav, sad,sad,angry,happy,neutral 
M26A36.wav, sad,sad,neutral,happy,angry 
M26N01.wav, happy,happy,sad,neutral,angry 
F21S34.wav, sad,sad,neutral,angry,happy 
M50A09.wav, angry,angry,sad,neutral,happy 
M24N03.wav, happy,happy,neutral,angry,sad 
F10A40.wav, happy,happy,angry,neutral,sad 
F07A16.wav, sad,sad,neutral,happy,angry 
F05N09.wav, sad,sad,angry,neutral,happy 
F07A20.wav, happy,happy,neutral,angry,sad 
M22N25.wav, happy,happy,angry,sad,neutral 
M41N02.wav, happy,happy,sad,neutral,angry 
F21A13.wav, angry,angry,happy,neutral,sad 
M04A03.wav, angry,angry,neutral,happy,sad 
F21N15.wav, neutral,neutral,sad,happy,angry 
M16H02.wav, sad,sad,neutral,angry,happy 
M25A56.wav, happy,happy,angry,neutral,sad 
M26A21.wav, happy,happy,angry,neutral,sad 
M53N10.wav, neutral,neutral,angry,sad,happy 
F19N29.wav, neutral,neutral,angry,sad,happy 
M03A12.wav, sad,sad,neutral,happy,angry 
M06A02.wav, sad,sad,neutral,happy,angry 
F29N05.wav, neutral,neutral,sad,angry,happy 
F07H05.wav, sad,sad,angry,happy,neutral 
F07S24.wav, sad,sad,neutral,angry,happy 
M28A09.wav, sad,sad,neutral,happy,angry 
M44N21.wav, sad,sad,angry,neutral,happy 
M28A27.wav, sad,sad,neutral,happy,angry 
M12H01.wav, happy,happy,neutral,angry,sad 
F03S13.wav, happy,happy,neutral,angry,sad 
M41A02.wav, angry,angry,happy,sad,neutral 
M44N07.wav, neutral,neutral,angry,sad,happy 
F09A05.wav, happy,happy,neutral,angry,sad 
M16A14.wav, happy,happy,neutral,angry,sad 
F04A15.wav, sad,sad,angry,neutral,happy 
F22S04.wav, sad,sad,angry,neutral,happy 
F02S10.wav, sad,sad,neutral,angry,happy 
M25N13.wav, sad,sad,neutral,angry,happy 
F07S09.wav, happy,happy,angry,neutral,sad 
M02N05.wav, neutral,neutral,angry,happy,sad 
M51N05.wav, sad,sad,neutral,angry,happy 
M12A62.wav, sad,sad,happy,neutral,angry 
F22S09.wav, sad,sad,neutral,happy,angry 
F27A02.wav, sad,sad,neutral,happy,angry 
F09S03.wav, sad,sad,neutral,angry,happy 
F03A07.wav, neutral,neutral,sad,happy,angry 
M28A22.wav, sad,sad,neutral,angry,happy 
M08S01.wav, happy,happy,angry,neutral,sad 
M47A20.wav, sad,sad,angry,neutral,happy 
F07S22.wav, neutral,neutral,angry,happy,sad 
M34A09.wav, angry,angry,happy,neutral,sad 
F05N17.wav, sad,sad,angry,neutral,happy 
M41H03.wav, angry,angry,sad,neutral,happy 
F24S09.wav, sad,sad,neutral,angry,happy 
M31N04.wav, sad,sad,angry,neutral,happy 
F19N35.wav, sad,sad,neutral,angry,happy 
M21N08.wav, happy,happy,angry,sad,neutral 
M40A05.wav, happy,happy,angry,neutral,sad 
F21A11.wav, happy,happy,sad,neutral,angry 
M03A38.wav, angry,angry,sad,happy,neutral 
F24H06.wav, sad,sad,happy,neutral,angry 
F13A04.wav, happy,happy,sad,angry,neutral 
M03S11.wav, happy,happy,sad,neutral,angry 
F21S08.wav, sad,sad,happy,neutral,angry 
M27N11.wav, happy,happy,neutral,angry,sad 
F13A19.wav, sad,sad,neutral,angry,happy 
M26A33.wav, happy,happy,sad,angry,neutral 
M12N45.wav, sad,sad,angry,neutral,happy 
M40S02.wav, sad,sad,neutral,angry,happy 
M12A38.wav, sad,sad,neutral,happy,angry 
M51N09.wav, sad,sad,angry,happy,neutral 
M04N57.wav, sad,sad,neutral,angry,happy 
M42A05.wav, happy,happy,sad,angry,neutral 
M46A01.wav, sad,sad,neutral,angry,happy 
F21H05.wav, happy,happy,angry,neutral,sad 
F23S03.wav, happy,happy,angry,sad,neutral 
M47N03.wav, neutral,neutral,happy,angry,sad 
F24A29.wav, happy,happy,sad,neutral,angry 
M50S01.wav, sad,sad,neutral,happy,angry 
M40N06.wav, neutral,neutral,angry,happy,sad 
F28A15.wav, neutral,neutral,angry,sad,happy 
F24H15.wav, sad,sad,angry,neutral,happy 
F01A06.wav, happy,happy,neutral,angry,sad 
F15A06.wav, sad,sad,neutral,happy,angry 
M12N60.wav, angry,angry,sad,neutral,happy 
M09A14.wav, sad,sad,neutral,angry,happy 
M12N09.wav, neutral,neutral,happy,sad,angry 
M28N25.wav, happy,happy,sad,neutral,angry 
F07A05.wav, happy,happy,angry,neutral,sad 
F17A03.wav, happy,happy,neutral,angry,sad 
F05N38.wav, sad,sad,angry,neutral,happy 
M21N07.wav, happy,happy,angry,neutral,sad 
M03A27.wav, sad,sad,angry,neutral,happy 
M51N12.wav, neutral,neutral,angry,sad,happy 
F07A59.wav, happy,happy,angry,neutral,sad 
M04A05.wav, sad,sad,happy,neutral,angry 
M40N45.wav, sad,sad,neutral,angry,happy 
M43A04.wav, happy,happy,sad,neutral,angry 
M09A20.wav, sad,sad,neutral,angry,happy 
F19N38.wav, sad,sad,angry,neutral,happy 
M25H02.wav, sad,sad,happy,neutral,angry 
M12N82.wav, sad,sad,neutral,happy,angry 
M14S02.wav, happy,happy,angry,neutral,sad 
F04A07.wav, sad,sad,neutral,angry,happy 
M05A13.wav, angry,angry,neutral,sad,happy 
F19N11.wav, angry,angry,neutral,sad,happy 
F01S12.wav, sad,sad,angry,neutral,happy 
F05N21.wav, sad,sad,angry,neutral,happy 
F21A47.wav, neutral,neutral,sad,angry,happy 
F06H05.wav, angry,angry,happy,neutral,sad 
M16A03.wav, happy,happy,angry,sad,neutral 
M06S07.wav, happy,happy,angry,neutral,sad 
M19A01.wav, sad,sad,neutral,angry,happy 
M04N27.wav, sad,sad,angry,neutral,happy 
M12N53.wav, sad,sad,angry,neutral,happy 
M27N01.wav, sad,sad,neutral,angry,happy 
M32H02.wav, angry,angry,neutral,sad,happy 
M04N25.wav, sad,sad,angry,neutral,happy 
F04N02.wav, sad,sad,neutral,angry,happy 
M26N10.wav, happy,happy,sad,neutral,angry 
M18N13.wav, angry,angry,sad,neutral,happy 
F09S11.wav, sad,sad,happy,angry,neutral 
F07A62.wav, sad,sad,neutral,happy,angry 
M44N11.wav, neutral,neutral,angry,happy,sad 
M12N85.wav, neutral,neutral,angry,sad,happy 
F06S06.wav, neutral,neutral,angry,sad,happy 
M11H08.wav, sad,sad,happy,neutral,angry 
F21S40.wav, sad,sad,neutral,happy,angry 
F23H05.wav, happy,happy,angry,neutral,sad 
F21A12.wav, sad,sad,happy,neutral,angry 
F12N10.wav, happy,happy,sad,angry,neutral 
M02A23.wav, neutral,neutral,happy,angry,sad 
M12N20.wav, neutral,neutral,angry,happy,sad 
M12N31.wav, angry,angry,sad,neutral,happy 
F10A35.wav, sad,sad,neutral,happy,angry 
M24S02.wav, sad,sad,angry,neutral,happy 
M02H02.wav, neutral,neutral,sad,angry,happy 
M20S01.wav, sad,sad,angry,neutral,happy 
M15N02.wav, happy,happy,neutral,angry,sad 
F03A10.wav, happy,happy,angry,neutral,sad 
M12N08.wav, neutral,neutral,angry,sad,happy 
F02S12.wav, happy,happy,angry,neutral,sad 
M39A01.wav, neutral,neutral,angry,sad,happy 
M29A03.wav, sad,sad,happy,neutral,angry 
M32A01.wav, angry,angry,sad,neutral,happy 
M56A01.wav, sad,sad,neutral,happy,angry 
F17A01.wav, sad,sad,neutral,angry,happy 
M16A23.wav, happy,happy,angry,neutral,sad 
F19N24.wav, sad,sad,angry,neutral,happy 
M16H08.wav, happy,happy,angry,neutral,sad 
M46N08.wav, angry,angry,sad,neutral,happy 
M20N08.wav, sad,sad,happy,angry,neutral 
M16H03.wav, sad,sad,happy,neutral,angry 
M12N01.wav, neutral,neutral,happy,angry,sad 
M26A07.wav, sad,sad,neutral,angry,happy 
M27N56.wav, sad,sad,angry,neutral,happy 
F19S01.wav, sad,sad,angry,neutral,happy 
M25A33.wav, sad,sad,happy,neutral,angry 
F19N27.wav, angry,angry,sad,neutral,happy 
F07H13.wav, neutral,neutral,angry,sad,happy 
M28N02.wav, sad,sad,neutral,angry,happy 
M51N19.wav, neutral,neutral,angry,sad,happy 
M04S08.wav, sad,sad,neutral,angry,happy 
F19N32.wav, sad,sad,angry,neutral,happy 
F21S43.wav, happy,happy,sad,neutral,angry 
F03N07.wav, sad,sad,neutral,angry,happy 
F24A42.wav, sad,sad,happy,neutral,angry 
M40N47.wav, sad,sad,angry,neutral,happy 
F28A08.wav, sad,sad,neutral,angry,happy 
M02N15.wav, sad,sad,angry,neutral,happy 
F28S05.wav, sad,sad,angry,neutral,happy 
M48A04.wav, happy,happy,angry,neutral,sad 
F03S04.wav, sad,sad,angry,happy,neutral 
M17H01.wav, sad,sad,happy,angry,neutral 
M04A06.wav, sad,sad,neutral,happy,angry 
M09A03.wav, happy,happy,angry,neutral,sad 
M25A01.wav, sad,sad,happy,neutral,angry 
M15A07.wav, sad,sad,happy,neutral,angry 
F02N05.wav, sad,sad,neutral,happy,angry 
F21S14.wav, sad,sad,neutral,happy,angry 
M53A04.wav, happy,happy,sad,neutral,angry 
F02S07.wav, neutral,neutral,sad,happy,angry 
M26A31.wav, sad,sad,angry,neutral,happy 
F04A01.wav, angry,angry,neutral,sad,happy 
F30A06.wav, sad,sad,happy,neutral,angry 
M47A19.wav, sad,sad,angry,neutral,happy 
M34A07.wav, happy,happy,sad,angry,neutral 
M27N44.wav, sad,sad,neutral,angry,happy 
M34H03.wav, sad,sad,neutral,angry,happy 
F21N18.wav, happy,happy,neutral,sad,angry 
F01S17.wav, sad,sad,angry,neutral,happy 
M44N15.wav, sad,sad,neutral,angry,happy 
M42A07.wav, sad,sad,neutral,happy,angry 
F24N15.wav, happy,happy,sad,neutral,angry 
F30S05.wav, sad,sad,angry,neutral,happy 
M22A03.wav, angry,angry,sad,happy,neutral 
M28A37.wav, happy,happy,neutral,sad,angry 
M04N75.wav, happy,happy,neutral,sad,angry 
M02A16.wav, happy,happy,neutral,angry,sad 
M24N05.wav, sad,sad,angry,neutral,happy 
F01H05.wav, neutral,neutral,angry,sad,happy 
F31A06.wav, happy,happy,angry,sad,neutral 
M05S08.wav, sad,sad,happy,angry,neutral 
F10A43.wav, sad,sad,neutral,happy,angry 
F10A23.wav, sad,sad,angry,neutral,happy 
M53A05.wav, happy,happy,angry,neutral,sad 
M22N11.wav, happy,happy,angry,neutral,sad 
M02A21.wav, sad,sad,neutral,angry,happy 
F01A08.wav, sad,sad,neutral,angry,happy 
F21S38.wav, sad,sad,angry,happy,neutral 
M04N01.wav, happy,happy,neutral,angry,sad 
M02A15.wav, angry,angry,neutral,sad,happy 
M02N18.wav, angry,angry,sad,neutral,happy 
M22N08.wav, sad,sad,happy,neutral,angry 
M04N41.wav, sad,sad,neutral,angry,happy 
M54A01.wav, sad,sad,happy,neutral,angry 
M12N04.wav, happy,happy,angry,neutral,sad 
M12A09.wav, sad,sad,happy,angry,neutral 
F07A27.wav, sad,sad,neutral,happy,angry 
F01A18.wav, sad,sad,neutral,angry,happy 
M34N04.wav, neutral,neutral,sad,angry,happy 
F24H26.wav, sad,sad,happy,angry,neutral 
M37A01.wav, sad,sad,neutral,happy,angry 
F07N10.wav, happy,happy,angry,neutral,sad 
M43A07.wav, happy,happy,sad,neutral,angry 
F22N05.wav, sad,sad,neutral,angry,happy 
M04N53.wav, angry,angry,sad,neutral,happy 
M48N07.wav, sad,sad,angry,neutral,happy 
M44N25.wav, neutral,neutral,angry,sad,happy 
M03A39.wav, sad,sad,happy,neutral,angry 
F13A13.wav, happy,happy,neutral,sad,angry 
M08N10.wav, sad,sad,angry,neutral,happy 
M28H03.wav, neutral,neutral,angry,sad,happy 
F24A33.wav, sad,sad,neutral,angry,happy 
M07H02.wav, sad,sad,neutral,happy,angry 
M04S07.wav, neutral,neutral,happy,angry,sad 
F03A09.wav, sad,sad,neutral,happy,angry 
M26A26.wav, sad,sad,happy,neutral,angry 
M03N06.wav, neutral,neutral,angry,happy,sad 
F07A11.wav, sad,sad,angry,neutral,happy 
M26N05.wav, neutral,neutral,sad,happy,angry 
F10A15.wav, sad,sad,neutral,angry,happy 
M25A52.wav, sad,sad,angry,neutral,happy 
M43A16.wav, sad,sad,neutral,angry,happy 
F09H01.wav, sad,sad,angry,neutral,happy 
F09S13.wav, sad,sad,angry,neutral,happy 
F19N10.wav, neutral,neutral,sad,angry,happy 
F07A53.wav, happy,happy,angry,neutral,sad 
F01A19.wav, happy,happy,angry,neutral,sad 
F24H17.wav, sad,sad,angry,neutral,happy 
M12A52.wav, sad,sad,happy,neutral,angry 
M16A24.wav, sad,sad,neutral,angry,happy 
M12A16.wav, sad,sad,neutral,happy,angry 
F04N01.wav, happy,happy,neutral,angry,sad 
F24A21.wav, sad,sad,neutral,happy,angry 
F23S02.wav, sad,sad,neutral,happy,angry 
F07A39.wav, happy,happy,sad,neutral,angry 
M47A02.wav, sad,sad,neutral,angry,happy 
M12N86.wav, happy,happy,angry,neutral,sad 
F21S01.wav, angry,angry,happy,sad,neutral 
F01N03.wav, neutral,neutral,sad,happy,angry 
M02A22.wav, sad,sad,neutral,angry,happy 
F05N05.wav, sad,sad,angry,neutral,happy 
M09A23.wav, sad,sad,angry,neutral,happy 
M51N08.wav, sad,sad,neutral,angry,happy 
M26N03.wav, sad,sad,neutral,angry,happy 
F02S11.wav, neutral,neutral,happy,sad,angry 
M22N22.wav, sad,sad,neutral,happy,angry 
M03A24.wav, sad,sad,neutral,happy,angry 
M43A11.wav, happy,happy,sad,angry,neutral 
M25N18.wav, angry,angry,happy,neutral,sad 
M21N02.wav, neutral,neutral,angry,sad,happy 
M28A04.wav, sad,sad,neutral,angry,happy 
M12N83.wav, happy,happy,neutral,sad,angry 
M22N12.wav, sad,sad,neutral,angry,happy 
F03S08.wav, neutral,neutral,happy,sad,angry 
M27N23.wav, sad,sad,neutral,angry,happy 
F06H10.wav, neutral,neutral,angry,sad,happy 
M04N13.wav, sad,sad,angry,neutral,happy 
M40A03.wav, sad,sad,happy,neutral,angry 
F14S01.wav, neutral,neutral,angry,sad,happy 
M05A10.wav, sad,sad,happy,neutral,angry 
F05N46.wav, sad,sad,angry,neutral,happy 
F23N01.wav, happy,happy,angry,neutral,sad 
M25A16.wav, sad,sad,neutral,happy,angry 
F31A03.wav, happy,happy,sad,neutral,angry 
M28S21.wav, sad,sad,angry,happy,neutral 
M29N05.wav, happy,happy,neutral,sad,angry 
M44N18.wav, neutral,neutral,angry,sad,happy 
M40S03.wav, sad,sad,angry,neutral,happy 
F28A03.wav, angry,angry,sad,neutral,happy 
M12N38.wav, sad,sad,happy,angry,neutral 
F28A02.wav, neutral,neutral,sad,angry,happy 
M44N06.wav, happy,happy,angry,neutral,sad 
M27N41.wav, sad,sad,neutral,happy,angry 
M12N46.wav, sad,sad,angry,neutral,happy 
M04N50.wav, sad,sad,angry,happy,neutral 
M47A13.wav, sad,sad,angry,neutral,happy 
M03A32.wav, sad,sad,neutral,angry,happy 
M28N11.wav, sad,sad,happy,neutral,angry 
F19N22.wav, sad,sad,neutral,angry,happy 
M26S01.wav, happy,happy,angry,neutral,sad 
F22S15.wav, sad,sad,angry,happy,neutral 
F28A22.wav, neutral,neutral,angry,happy,sad 
F28S02.wav, neutral,neutral,angry,sad,happy 
M42A02.wav, sad,sad,neutral,happy,angry 
M12A25.wav, sad,sad,happy,neutral,angry 
M27N28.wav, sad,sad,neutral,happy,angry 
M28A08.wav, sad,sad,happy,neutral,angry 
M38N04.wav, angry,angry,neutral,happy,sad 
F07A18.wav, sad,sad,angry,happy,neutral 
M18N15.wav, sad,sad,neutral,angry,happy 
F23N05.wav, happy,happy,neutral,sad,angry 
F07S26.wav, sad,sad,neutral,angry,happy 
F23A20.wav, happy,happy,angry,neutral,sad 
F05N51.wav, sad,sad,angry,neutral,happy 
F24H11.wav, sad,sad,angry,neutral,happy 
M55N01.wav, sad,sad,neutral,happy,angry 
M47N05.wav, sad,sad,happy,neutral,angry 
M12N67.wav, sad,sad,angry,neutral,happy 
F05N13.wav, sad,sad,neutral,angry,happy 
F09S02.wav, sad,sad,happy,angry,neutral 
M21N10.wav, happy,happy,neutral,angry,sad 
F21A18.wav, sad,sad,angry,neutral,happy 
F24A62.wav, happy,happy,sad,neutral,angry 
M28H01.wav, sad,sad,angry,neutral,happy 
F17S08.wav, sad,sad,angry,neutral,happy 
M03S10.wav, angry,angry,neutral,sad,happy 
M03S01.wav, happy,happy,angry,sad,neutral 
M02A12.wav, happy,happy,angry,neutral,sad 
M28S07.wav, sad,sad,happy,neutral,angry 
M02A08.wav, sad,sad,neutral,happy,angry 
M12N54.wav, sad,sad,angry,neutral,happy 
M02S02.wav, sad,sad,neutral,angry,happy 
M27N42.wav, neutral,neutral,sad,angry,happy 
F09S05.wav, sad,sad,angry,neutral,happy 
M17N04.wav, neutral,neutral,angry,happy,sad 
M12N25.wav, sad,sad,angry,neutral,happy 
M44N10.wav, sad,sad,angry,neutral,happy 
M03N07.wav, angry,angry,neutral,happy,sad 
M51N07.wav, sad,sad,neutral,angry,happy 
M02A28.wav, sad,sad,happy,neutral,angry 
F21A35.wav, happy,happy,neutral,sad,angry 
M33N01.wav, happy,happy,sad,neutral,angry 
M12A49.wav, happy,happy,sad,neutral,angry 
